species,importance,rank,method,cv_auc_mean,cv_auc_sd
Lachnospiraceae bacterium OF09 6,0.0003358724436916663,860,Random Forest,0.7415403585426574,0.05890198952181386
Microbacterium SGB53518,0.0003356823801019598,861,Random Forest,0.7415403585426574,0.05890198952181386
GGB4964 SGB6927,0.00033383092026245513,862,Random Forest,0.7415403585426574,0.05890198952181386
Helicobacter cinaedi,0.00033168879616260125,863,Random Forest,0.7415403585426574,0.05890198952181386
GGB3678 SGB4991,0.00033132065030554256,864,Random Forest,0.7415403585426574,0.05890198952181386
GGB1662 SGB2276,0.0003293819865225833,865,Random Forest,0.7415403585426574,0.05890198952181386
GGB6566 SGB9275,0.00032770473167690413,866,Random Forest,0.7415403585426574,0.05890198952181386
GGB6547 SGB9247,0.00032756322955855636,867,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium cocleatum,0.00032575843054960584,868,Random Forest,0.7415403585426574,0.05890198952181386
Limosilactobacillus oris,0.0003253885583835317,869,Random Forest,0.7415403585426574,0.05890198952181386
Campylobacter ureolyticus,0.0003248881614667029,870,Random Forest,0.7415403585426574,0.05890198952181386
Roseburia SGB4939,0.0003241275964571422,871,Random Forest,0.7415403585426574,0.05890198952181386
Flavobacteriales bacterium,0.00032356346330004044,872,Random Forest,0.7415403585426574,0.05890198952181386
Roseburia SGB4949,0.0003223767921867314,873,Random Forest,0.7415403585426574,0.05890198952181386
GGB1681 SGB2313,0.0003222806876386999,874,Random Forest,0.7415403585426574,0.05890198952181386
Butyricimonas sp Marseille P3923,0.0003210861902006336,875,Random Forest,0.7415403585426574,0.05890198952181386
GGB3623 SGB4900,0.00032071459370436935,876,Random Forest,0.7415403585426574,0.05890198952181386
GGB2732 SGB58358,0.00031980295880047933,877,Random Forest,0.7415403585426574,0.05890198952181386
Subdoligranulum SGB15305,0.0003195775576148382,878,Random Forest,0.7415403585426574,0.05890198952181386
Lacticaseibacillus paracasei,0.00031885337979790376,879,Random Forest,0.7415403585426574,0.05890198952181386
GGB2734 SGB3677,0.00031805463481821976,880,Random Forest,0.7415403585426574,0.05890198952181386
GGB12790 SGB19844,0.00031755106196918045,881,Random Forest,0.7415403585426574,0.05890198952181386
GGB9278 SGB14230,0.00031754255367322796,882,Random Forest,0.7415403585426574,0.05890198952181386
GGB1239 SGB1657,0.00031637164894646636,883,Random Forest,0.7415403585426574,0.05890198952181386
Peptoniphilus harei,0.0003162737070876715,884,Random Forest,0.7415403585426574,0.05890198952181386
Streptococcus intermedius,0.00031601472427493125,885,Random Forest,0.7415403585426574,0.05890198952181386
Bacilli unclassified SGB6571,0.00031552377022739885,886,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Metalachnospira gallinarum,0.0003155121507608898,887,Random Forest,0.7415403585426574,0.05890198952181386
Methanosphaera stadtmanae,0.0003153435505539329,888,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia unclassified SGB6293,0.0003148769626277613,889,Random Forest,0.7415403585426574,0.05890198952181386
Bacillus subtilis,0.0003147941569612965,890,Random Forest,0.7415403585426574,0.05890198952181386
Enorma massiliensis,0.00031378254767357465,891,Random Forest,0.7415403585426574,0.05890198952181386
Bilophila SGB15450,0.0003137602913404427,892,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia unclassified SGB6385,0.00031311382881113334,893,Random Forest,0.7415403585426574,0.05890198952181386
Peptococcus niger,0.0003119622410406763,894,Random Forest,0.7415403585426574,0.05890198952181386
Anaerofilum sp BX8,0.00031194506675152347,895,Random Forest,0.7415403585426574,0.05890198952181386
Pauljensenia hongkongensis,0.00031169765949620325,896,Random Forest,0.7415403585426574,0.05890198952181386
Massilicoli timonensis,0.0003100783611864482,897,Random Forest,0.7415403585426574,0.05890198952181386
Leuconostoc lactis,0.0003097732813281258,898,Random Forest,0.7415403585426574,0.05890198952181386
Bifidobacterium animalis,0.00030867068392332773,899,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium sp AM58 1XD,0.0003077948176202962,900,Random Forest,0.7415403585426574,0.05890198952181386
GGB9603 SGB15035,0.0003070963196274702,901,Random Forest,0.7415403585426574,0.05890198952181386
Bacilli unclassified SGB6540,0.00030633498156222474,902,Random Forest,0.7415403585426574,0.05890198952181386
Kluyvera georgiana,0.0003059958132765245,903,Random Forest,0.7415403585426574,0.05890198952181386
GGB1407 SGB1930,0.00030450982523731046,904,Random Forest,0.7415403585426574,0.05890198952181386
Acidaminococcaceae unclassified SGB5785,0.0003030739088976608,905,Random Forest,0.7415403585426574,0.05890198952181386
Campylobacter gracilis,0.00030295270214258875,906,Random Forest,0.7415403585426574,0.05890198952181386
Eubacterium nodatum,0.0003014838972581242,907,Random Forest,0.7415403585426574,0.05890198952181386
GGB9104 SGB14037,0.00030092332342003487,908,Random Forest,0.7415403585426574,0.05890198952181386
Dorea phocaeensis,0.00029957051485955596,909,Random Forest,0.7415403585426574,0.05890198952181386
Leuconostoc gelidum,0.0002994570753388258,910,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Heteroscilispira lomanii,0.0002992426717108712,911,Random Forest,0.7415403585426574,0.05890198952181386
Hafnia paralvei,0.0002988459930017667,912,Random Forest,0.7415403585426574,0.05890198952181386
Frisingicoccus SGB4674,0.0002983796624154278,913,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella sp A2879,0.00029642636253808866,914,Random Forest,0.7415403585426574,0.05890198952181386
Flavonifractor sp An100,0.00029636062108305604,915,Random Forest,0.7415403585426574,0.05890198952181386
Enterococcus hirae,0.00029584642566299693,916,Random Forest,0.7415403585426574,0.05890198952181386
Lachnoanaerobaculum umeaense,0.0002958346933078728,917,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella timonensis,0.0002955790156495639,918,Random Forest,0.7415403585426574,0.05890198952181386
Christensenellaceae bacterium NSJ 53,0.0002954632804706002,919,Random Forest,0.7415403585426574,0.05890198952181386
GGB1629 SGB2237,0.00029521137880787003,920,Random Forest,0.7415403585426574,0.05890198952181386
Cryptobacterium curtum,0.0002949149934653104,921,Random Forest,0.7415403585426574,0.05890198952181386
Pyramidobacter piscolens,0.00029418585269492517,922,Random Forest,0.7415403585426574,0.05890198952181386
GGB4588 SGB6347,0.0002935714085442431,923,Random Forest,0.7415403585426574,0.05890198952181386
Slackia piriformis,0.00029327556824184124,924,Random Forest,0.7415403585426574,0.05890198952181386
GGB1630 SGB2238,0.00029304982742140676,925,Random Forest,0.7415403585426574,0.05890198952181386
GGB9697 SGB15213,0.0002925770381470197,926,Random Forest,0.7415403585426574,0.05890198952181386
GGB3583 SGB4799,0.00029195962691588314,927,Random Forest,0.7415403585426574,0.05890198952181386
Leptotrichia sp oral taxon 212,0.00029178498977148993,928,Random Forest,0.7415403585426574,0.05890198952181386
Raoultibacter massiliensis,0.0002912416287390655,929,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Howiella intestinavium,0.00028953703375297207,930,Random Forest,0.7415403585426574,0.05890198952181386
GGB45597 SGB72777,0.00028919422311087753,931,Random Forest,0.7415403585426574,0.05890198952181386
Oscillospiraceae bacterium N12,0.00028857731893779716,932,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Heritagella intestinalis,0.000284718934382753,933,Random Forest,0.7415403585426574,0.05890198952181386
Holdemania sp Marseille P2844,0.0002839920313912964,934,Random Forest,0.7415403585426574,0.05890198952181386
GGB9742 SGB15348,0.0002828480362621202,935,Random Forest,0.7415403585426574,0.05890198952181386
Citrobacter murliniae,0.00028177367915148134,936,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella sp Marseille P4119,0.00028110980648971175,937,Random Forest,0.7415403585426574,0.05890198952181386
GGB3733 SGB5066,0.0002811068769740257,938,Random Forest,0.7415403585426574,0.05890198952181386
Shuttleworthia satelles,0.00028110319614101515,939,Random Forest,0.7415403585426574,0.05890198952181386
Leptotrichia sp oral taxon 215,0.00028051265546238534,940,Random Forest,0.7415403585426574,0.05890198952181386
GGB9694 SGB15202,0.0002793429794333043,941,Random Forest,0.7415403585426574,0.05890198952181386
GGB4768 SGB6601,0.0002792773127121777,942,Random Forest,0.7415403585426574,0.05890198952181386
Duodenibacillus massiliensis,0.00027831771131996803,943,Random Forest,0.7415403585426574,0.05890198952181386
Christensenella sp Marseille P3954,0.00027677256913504064,944,Random Forest,0.7415403585426574,0.05890198952181386
GGB9634 SGB15095,0.00027627789169837406,945,Random Forest,0.7415403585426574,0.05890198952181386
GGB38987 SGB63305,0.0002746178046870193,946,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Allobutyricicoccus pentlandensis,0.0002734019789433901,947,Random Forest,0.7415403585426574,0.05890198952181386
Peptoniphilus lacrimalis,0.0002732889969186239,948,Random Forest,0.7415403585426574,0.05890198952181386
GGB1123 SGB1437,0.00027295174320261323,949,Random Forest,0.7415403585426574,0.05890198952181386
Parolsenella catena,0.00027259304488494094,950,Random Forest,0.7415403585426574,0.05890198952181386
Anaerofilum sp An201,0.00027212529143660474,951,Random Forest,0.7415403585426574,0.05890198952181386
Campylobacter hominis,0.0002711864238112365,952,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium tertium,0.00027099950660790554,953,Random Forest,0.7415403585426574,0.05890198952181386
Frisingicoccus caecimuris,0.000270992529183051,954,Random Forest,0.7415403585426574,0.05890198952181386
Phocaeicola coprophilus,0.0002702513268623641,955,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Pseudoscilispira faecavium,0.00026933987569002245,956,Random Forest,0.7415403585426574,0.05890198952181386
GGB9239 SGB14181,0.00026927060618101706,957,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella nanceiensis,0.0002679910325266055,958,Random Forest,0.7415403585426574,0.05890198952181386
Clostridiales bacterium S5 A14a,0.00026753325823967165,959,Random Forest,0.7415403585426574,0.05890198952181386
GGB4596 SGB6358,0.00026698781687403385,960,Random Forest,0.7415403585426574,0.05890198952181386
GGB3632 SGB4921,0.0002664312838247653,961,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Absconditabacteria unclassified SGB6894,0.00026588431188627655,962,Random Forest,0.7415403585426574,0.05890198952181386
Ralstonia pickettii,0.00026561862647690466,963,Random Forest,0.7415403585426574,0.05890198952181386
GGB9694 SGB15207,0.0002651038693968598,964,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella ihumii,0.0002649776632562767,965,Random Forest,0.7415403585426574,0.05890198952181386
GGB12785 SGB19825,0.00026393071307869446,966,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcus gauvreauii,0.0002634270454050475,967,Random Forest,0.7415403585426574,0.05890198952181386
Olsenella timonensis,0.0002625752567718625,968,Random Forest,0.7415403585426574,0.05890198952181386
Actinomyces naeslundii,0.00026245830840872393,969,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Geddesella stercoravicola,0.000260521222534264,970,Random Forest,0.7415403585426574,0.05890198952181386
GGB3424 SGB4551,0.0002597353745242481,971,Random Forest,0.7415403585426574,0.05890198952181386
GGB4569 SGB6312,0.00025927413344603437,972,Random Forest,0.7415403585426574,0.05890198952181386
Enterococcus casseliflavus,0.00025906130294650517,973,Random Forest,0.7415403585426574,0.05890198952181386
Bacteroides stercorirosoris,0.0002585851754715199,974,Random Forest,0.7415403585426574,0.05890198952181386
GGB6012 SGB8640,0.0002573466414829916,975,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia unclassified SGB14951,0.0002570817144154409,976,Random Forest,0.7415403585426574,0.05890198952181386
Bacteroidales bacterium,0.00025678257205932064,977,Random Forest,0.7415403585426574,0.05890198952181386
GGB3341 SGB4420,0.00025671640328425846,978,Random Forest,0.7415403585426574,0.05890198952181386
Citrobacter koseri,0.00025627313725395484,979,Random Forest,0.7415403585426574,0.05890198952181386
GGB13134 SGB20337,0.0002553395594932188,980,Random Forest,0.7415403585426574,0.05890198952181386
Leptotrichia wadei,0.00025493101688808486,981,Random Forest,0.7415403585426574,0.05890198952181386
Odoribacter sp AF15 53,0.0002549098283196059,982,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella melaninogenica,0.00025471963439956954,983,Random Forest,0.7415403585426574,0.05890198952181386
Enorma phocaeensis,0.0002525759465664703,984,Random Forest,0.7415403585426574,0.05890198952181386
GGB9291 SGB14248,0.00025135656916509634,985,Random Forest,0.7415403585426574,0.05890198952181386
Lactobacillus helveticus,0.00025105551871871964,986,Random Forest,0.7415403585426574,0.05890198952181386
Actinomyces sp oral taxon 448,0.00025019491352824786,987,Random Forest,0.7415403585426574,0.05890198952181386
GGB3303 SGB4364,0.000250168580818955,988,Random Forest,0.7415403585426574,0.05890198952181386
Coriobacteriales unclassified SGB72475,0.0002494987895429672,989,Random Forest,0.7415403585426574,0.05890198952181386
Granulicatella elegans,0.0002493471637420453,990,Random Forest,0.7415403585426574,0.05890198952181386
Peptoniphilus duerdenii,0.00024795219922872863,991,Random Forest,0.7415403585426574,0.05890198952181386
Weissella cibaria,0.00024710959799584053,992,Random Forest,0.7415403585426574,0.05890198952181386
Stomatobaculum longum,0.00024674277772815595,993,Random Forest,0.7415403585426574,0.05890198952181386
Schaalia cardiffensis,0.00024500320812698617,994,Random Forest,0.7415403585426574,0.05890198952181386
GGB9739 SGB15313,0.0002435669873259343,995,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella SGB1589,0.00024259169654772947,996,Random Forest,0.7415403585426574,0.05890198952181386
Rhodobacteraceae unclassified SGB53807,0.00024211513584728762,997,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Alangreenwoodia gallinarii,0.00024135270555943202,998,Random Forest,0.7415403585426574,0.05890198952181386
GGB4538 SGB6253,0.00024068275265690984,999,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia unclassified SGB13972,0.00024052880698134083,1000,Random Forest,0.7415403585426574,0.05890198952181386
GGB4308 SGB5895,0.00023985098013022901,1001,Random Forest,0.7415403585426574,0.05890198952181386
Fusobacterium hwasookii,0.0002396209564675897,1002,Random Forest,0.7415403585426574,0.05890198952181386
Murimonas intestini,0.00023923828583603083,1003,Random Forest,0.7415403585426574,0.05890198952181386
GGB9176 SGB14114,0.00023787392355360758,1004,Random Forest,0.7415403585426574,0.05890198952181386
Actinomyces massiliensis,0.00023737956991713038,1005,Random Forest,0.7415403585426574,0.05890198952181386
GGB4676 SGB6465,0.00023707576883199945,1006,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Woodwardibium gallinarum,0.00023679855010136922,1007,Random Forest,0.7415403585426574,0.05890198952181386
Fenollaria timonensis,0.00023605458794665786,1008,Random Forest,0.7415403585426574,0.05890198952181386
Eisenbergiella sp OF01 20,0.00023604368088763974,1009,Random Forest,0.7415403585426574,0.05890198952181386
Pseudoflavonifractor sp An176,0.00023599493420178833,1010,Random Forest,0.7415403585426574,0.05890198952181386
Lactobacillus panis,0.0002351995815559582,1011,Random Forest,0.7415403585426574,0.05890198952181386
Actinomyces johnsonii,0.00023512956737739956,1012,Random Forest,0.7415403585426574,0.05890198952181386
GGB1247 SGB1668,0.0002331879873870261,1013,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Heteroclostridium caecigallinarum,0.0002320175924403497,1014,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium hylemonae,0.00023124971130830422,1015,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Saccharibacteria unclassified SGB19782,0.00023075299468343328,1016,Random Forest,0.7415403585426574,0.05890198952181386
Sutterella seckii,0.00022960144336426057,1017,Random Forest,0.7415403585426574,0.05890198952181386
Eubacterium limosum,0.0002283455116920326,1018,Random Forest,0.7415403585426574,0.05890198952181386
Alistipes timonensis,0.00022785765776622878,1019,Random Forest,0.7415403585426574,0.05890198952181386
GGB1153 SGB1481,0.00022747767401735575,1020,Random Forest,0.7415403585426574,0.05890198952181386
Collinsella SGB14754,0.00022731534466918966,1021,Random Forest,0.7415403585426574,0.05890198952181386
GGB9350 SGB14317,0.00022683824970558584,1022,Random Forest,0.7415403585426574,0.05890198952181386
GGB6601 SGB9333,0.00022599960907882308,1023,Random Forest,0.7415403585426574,0.05890198952181386
GGB2945 SGB3918,0.0002257456903543619,1024,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Saccharibacteria bacterium oral taxon 488,0.00022487726881085705,1025,Random Forest,0.7415403585426574,0.05890198952181386
Peptoniphilus senegalensis,0.00022432059874252222,1026,Random Forest,0.7415403585426574,0.05890198952181386
Neglecta timonensis,0.00022389052607444646,1027,Random Forest,0.7415403585426574,0.05890198952181386
GGB1249 SGB1670,0.00022379171072349434,1028,Random Forest,0.7415403585426574,0.05890198952181386
Enterobacter mori,0.0002231645703320267,1029,Random Forest,0.7415403585426574,0.05890198952181386
GGB3751 SGB5099,0.00022289976895722586,1030,Random Forest,0.7415403585426574,0.05890198952181386
Lachnospiraceae unclassified SGB4892,0.00022122282621350335,1031,Random Forest,0.7415403585426574,0.05890198952181386
GGB9574 SGB14987,0.00022099328457354954,1032,Random Forest,0.7415403585426574,0.05890198952181386
Blastocystis sp subtype 1,0.00022019314855261694,1033,Random Forest,0.7415403585426574,0.05890198952181386
Methanomassiliicoccales archaeon,0.00021940348460550022,1034,Random Forest,0.7415403585426574,0.05890198952181386
GGB10022 SGB15896,0.00021868862563055683,1035,Random Forest,0.7415403585426574,0.05890198952181386
GGB9636 SGB15109,0.00021836135828804995,1036,Random Forest,0.7415403585426574,0.05890198952181386
Sanguibacteroides justesenii,0.00021825705500530014,1037,Random Forest,0.7415403585426574,0.05890198952181386
Coprococcus sp OM04 5BH,0.00021809877939178439,1038,Random Forest,0.7415403585426574,0.05890198952181386
Eubacterium tenue,0.0002174588920048082,1039,Random Forest,0.7415403585426574,0.05890198952181386
GGB13135 SGB20338,0.00021712116086475681,1040,Random Forest,0.7415403585426574,0.05890198952181386
GGB1246 SGB1667,0.00021688158970218372,1041,Random Forest,0.7415403585426574,0.05890198952181386
GGB4721 SGB6537,0.00021589820864810163,1042,Random Forest,0.7415403585426574,0.05890198952181386
Merdibacter massiliensis,0.00021443044723916862,1043,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcaceae unclassified SGB14835,0.00021406056254081536,1044,Random Forest,0.7415403585426574,0.05890198952181386
Eggerthia catenaformis,0.0002138725392152044,1045,Random Forest,0.7415403585426574,0.05890198952181386
GGB9270 SGB14221,0.00021370174880934976,1046,Random Forest,0.7415403585426574,0.05890198952181386
Streptococcus lutetiensis,0.0002136891918136852,1047,Random Forest,0.7415403585426574,0.05890198952181386
Anaerostipes rhamnosivorans,0.00021284972514026734,1048,Random Forest,0.7415403585426574,0.05890198952181386
GGB5997 SGB8620,0.00021210987109991308,1049,Random Forest,0.7415403585426574,0.05890198952181386
GGB9696 SGB15212,0.0002100839677548062,1050,Random Forest,0.7415403585426574,0.05890198952181386
GGB9288 SGB14243,0.00020986468472921038,1051,Random Forest,0.7415403585426574,0.05890198952181386
Parvimonas sp KA00067,0.0002087122137436915,1052,Random Forest,0.7415403585426574,0.05890198952181386
Porphyromonas uenonis,0.00020718576356400665,1053,Random Forest,0.7415403585426574,0.05890198952181386
Blautia sp Marseille P3201T,0.0002071833676313939,1054,Random Forest,0.7415403585426574,0.05890198952181386
GGB6648 SGB9389,0.00020619478295562239,1055,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella SGB1675,0.00020594191048950737,1056,Random Forest,0.7415403585426574,0.05890198952181386
Clostridiales Family XIII bacterium RF 744 FAT WT 3,0.00020430097597065114,1057,Random Forest,0.7415403585426574,0.05890198952181386
GGB4687 SGB6484,0.00020376429134134755,1058,Random Forest,0.7415403585426574,0.05890198952181386
Dialister SGB5817,0.00020361933329604874,1059,Random Forest,0.7415403585426574,0.05890198952181386
Treponema succinifaciens,0.00020338920895250553,1060,Random Forest,0.7415403585426574,0.05890198952181386
GGB45599 SGB63311,0.0002031569979227211,1061,Random Forest,0.7415403585426574,0.05890198952181386
GGB4750 SGB6579,0.00020308560080118635,1062,Random Forest,0.7415403585426574,0.05890198952181386
GGB3643 SGB4948,0.00020287412578228484,1063,Random Forest,0.7415403585426574,0.05890198952181386
Pseudoramibacter alactolyticus,0.00020282842185767063,1064,Random Forest,0.7415403585426574,0.05890198952181386
Slackia equolifaciens,0.00020242372094618103,1065,Random Forest,0.7415403585426574,0.05890198952181386
Gordonibacter sp An232A,0.00020066347836387603,1066,Random Forest,0.7415403585426574,0.05890198952181386
GGB1631 SGB2239,0.0002004121004152074,1067,Random Forest,0.7415403585426574,0.05890198952181386
GGB6574 SGB9290,0.000199625331747421,1068,Random Forest,0.7415403585426574,0.05890198952181386
Bacteroides sp GM023,0.00019894308658378754,1069,Random Forest,0.7415403585426574,0.05890198952181386
Atopobium deltae,0.0001988833713333246,1070,Random Forest,0.7415403585426574,0.05890198952181386
Atlantibacter hermannii,0.00019842881990848367,1071,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Heritagella gallinarum,0.00019838215079164904,1072,Random Forest,0.7415403585426574,0.05890198952181386
GGB6608 SGB9342,0.00019799193798987887,1073,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Protoclostridium gallicola,0.0001976305788755121,1074,Random Forest,0.7415403585426574,0.05890198952181386
Coriobacteriia unclassified SGB14764,0.00019752751003702745,1075,Random Forest,0.7415403585426574,0.05890198952181386
GGB35551 SGB53794,0.00019682934265052957,1076,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella corporis,0.00019624629074053475,1077,Random Forest,0.7415403585426574,0.05890198952181386
Blautia sp An249,0.0001960127931763331,1078,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium sp chh4 2,0.0001948451306576466,1079,Random Forest,0.7415403585426574,0.05890198952181386
Fenollaria massiliensis,0.00019476965171738667,1080,Random Forest,0.7415403585426574,0.05890198952181386
Bacteroides heparinolyticus,0.00019475781753272608,1081,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia unclassified SGB13993,0.00019435769466450578,1082,Random Forest,0.7415403585426574,0.05890198952181386
GGB3226 SGB4260,0.0001932512939855408,1083,Random Forest,0.7415403585426574,0.05890198952181386
Acholeplasmatales unclassified SGB6584,0.00019301807680201723,1084,Random Forest,0.7415403585426574,0.05890198952181386
Kluyvera sichuanensis,0.00019296286068502656,1085,Random Forest,0.7415403585426574,0.05890198952181386
GGB4700 SGB6506,0.00019267354318224726,1086,Random Forest,0.7415403585426574,0.05890198952181386
Lachnospiraceae unclassified SGB4924,0.0001914253387956879,1087,Random Forest,0.7415403585426574,0.05890198952181386
GGB9623 SGB15075,0.00019087869051138154,1088,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Stoquefichus sp SB1,0.00019046852109855952,1089,Random Forest,0.7415403585426574,0.05890198952181386
Megasphaera hominis,0.0001894429518935411,1090,Random Forest,0.7415403585426574,0.05890198952181386
Finegoldia magna,0.00018921000995587687,1091,Random Forest,0.7415403585426574,0.05890198952181386
GGB9524 SGB14923,0.000188690694888103,1092,Random Forest,0.7415403585426574,0.05890198952181386
GGB1237 SGB1623,0.00018857656448127585,1093,Random Forest,0.7415403585426574,0.05890198952181386
Coprobacillus sp AF33 1AC,0.0001884051011936798,1094,Random Forest,0.7415403585426574,0.05890198952181386
Robinsoniella peoriensis,0.00018830346120786938,1095,Random Forest,0.7415403585426574,0.05890198952181386
Mobiluncus SGB15488,0.00018810229815324655,1096,Random Forest,0.7415403585426574,0.05890198952181386
GGB1680 SGB2312,0.00018763892682950966,1097,Random Forest,0.7415403585426574,0.05890198952181386
GGB9348 SGB14315,0.00018672379684128127,1098,Random Forest,0.7415403585426574,0.05890198952181386
Christensenella sp AF73 05CM02,0.00018586094233020542,1099,Random Forest,0.7415403585426574,0.05890198952181386
GGB9730 SGB15290,0.00018500820615258612,1100,Random Forest,0.7415403585426574,0.05890198952181386
Pseudomonas aeruginosa,0.00018399765332361608,1101,Random Forest,0.7415403585426574,0.05890198952181386
GGB1632 SGB2240,0.000183892783403052,1102,Random Forest,0.7415403585426574,0.05890198952181386
GGB4533 SGB6246,0.00018365415117280667,1103,Random Forest,0.7415403585426574,0.05890198952181386
TM7 phylum sp oral taxon 351,0.000183496486539712,1104,Random Forest,0.7415403585426574,0.05890198952181386
GGB1380 SGB1883,0.0001831265900593274,1105,Random Forest,0.7415403585426574,0.05890198952181386
GGB9589 SGB15011,0.00018312094187074326,1106,Random Forest,0.7415403585426574,0.05890198952181386
Flavonifractor SGB15137,0.00018300944768270906,1107,Random Forest,0.7415403585426574,0.05890198952181386
GGB4272 SGB5822,0.00018282695225746128,1108,Random Forest,0.7415403585426574,0.05890198952181386
GGB4395 SGB6050,0.00018256043806050425,1109,Random Forest,0.7415403585426574,0.05890198952181386
Paraclostridium bifermentans,0.00018061914799810346,1110,Random Forest,0.7415403585426574,0.05890198952181386
Alistipes sp An66,0.0001801161863328655,1111,Random Forest,0.7415403585426574,0.05890198952181386
Lachnospiraceae bacterium NSJ 38,0.00017908663034732058,1112,Random Forest,0.7415403585426574,0.05890198952181386
Elizabethkingia bruuniana,0.00017899742180929392,1113,Random Forest,0.7415403585426574,0.05890198952181386
GGB9457 SGB14849,0.00017877421624435408,1114,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Neoclostridium roslinense,0.00017870963489996844,1115,Random Forest,0.7415403585426574,0.05890198952181386
GGB9560 SGB69175,0.00017816077062782188,1116,Random Forest,0.7415403585426574,0.05890198952181386
GGB9361 SGB14336,0.00017789345829801928,1117,Random Forest,0.7415403585426574,0.05890198952181386
Alistipes SGB2305,0.0001776188076853745,1118,Random Forest,0.7415403585426574,0.05890198952181386
Megasphaera massiliensis,0.0001775633140103458,1119,Random Forest,0.7415403585426574,0.05890198952181386
GGB4608 SGB6382,0.00017748594619753998,1120,Random Forest,0.7415403585426574,0.05890198952181386
GGB12788 SGB19831,0.00017726994480672315,1121,Random Forest,0.7415403585426574,0.05890198952181386
Citrobacter werkmanii,0.00017562933053946254,1122,Random Forest,0.7415403585426574,0.05890198952181386
GGB9559 SGB14968,0.00017545576352578302,1123,Random Forest,0.7415403585426574,0.05890198952181386
Lachnospiraceae unclassified SGB4890,0.0001746256561367748,1124,Random Forest,0.7415403585426574,0.05890198952181386
GGB3737 SGB5071,0.00017457396051168118,1125,Random Forest,0.7415403585426574,0.05890198952181386
GGB6567 SGB9277,0.00017376079154370527,1126,Random Forest,0.7415403585426574,0.05890198952181386
Oribacterium asaccharolyticum,0.00017360038076676717,1127,Random Forest,0.7415403585426574,0.05890198952181386
Rikenellaceae unclassified SGB2227,0.0001729625438871723,1128,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Neoanaerotignum galli,0.00017290101949845915,1129,Random Forest,0.7415403585426574,0.05890198952181386
GGB4769 SGB6602,0.00017256429182080395,1130,Random Forest,0.7415403585426574,0.05890198952181386
Bacilli unclassified SGB6422,0.00017213415886395942,1131,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Avispirillum faecium,0.00017208479350417938,1132,Random Forest,0.7415403585426574,0.05890198952181386
GGB5980 SGB8599,0.00017172649308922746,1133,Random Forest,0.7415403585426574,0.05890198952181386
GGB9101 SGB14033,0.00017089367122108927,1134,Random Forest,0.7415403585426574,0.05890198952181386
Bacteroidales unclassified SGB2135,0.00017047089566790338,1135,Random Forest,0.7415403585426574,0.05890198952181386
Bacteroides gallinarum,0.00017006475477022504,1136,Random Forest,0.7415403585426574,0.05890198952181386
GGB9104 SGB14036,0.00016963900210014348,1137,Random Forest,0.7415403585426574,0.05890198952181386
Lawsonella SGB3665,0.00016930017891059933,1138,Random Forest,0.7415403585426574,0.05890198952181386
GGB9701 SGB15218,0.00016806377227773038,1139,Random Forest,0.7415403585426574,0.05890198952181386
Propionibacterium freudenreichii,0.0001676961280805857,1140,Random Forest,0.7415403585426574,0.05890198952181386
